V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Number of hours out of home on an average weekday_codelist,Number of hours out of home on an average weekday,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
23.9247317,3.791755745,1816,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,25-34,,Male
48.37204134,17.66911537,156,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,25-34,,Male
2.161843608,1.569298498,333,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,35-44,,Male
16.16337899,3.514686841,2038,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,35-44,,Male
16.5032514,9.431685874,307,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,35-44,,Male
5.490810975,2.780770556,429,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,45-54,,Male
23.04983644,4.451673343,2104,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,45-54,,Male
19.2085786,7.985330109,387,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,45-54,,Male
17.9540549,5.476282699,625,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,55-64,,Male
21.43797421,5.45909421,1402,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,55-64,,Male
10.16704711,4.029675212,685,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,55-64,,Male
14.20857155,4.169368441,1003,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,65-74,,Male
39.10531769,15.54966547,329,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,65-74,,Male
5.193857855,2.412172022,1361,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,65-74,,Male
10.34943724,4.601001419,516,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal theft,,75+,,Male
25.83666782,25.49566437,54,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal theft,,75+,,Male
3.904202066,2.314787149,1327,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal theft,,75+,,Male
115.1095873,17.97888101,752,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,16-24,,All adults
110.4933583,12.47160204,1554,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,16-24,,All adults
141.8785369,45.443257,280,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,16-24,,All adults
47.13819426,3.720393429,9317,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,16+,,All adults
63.78147481,3.393506285,15372,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,16+,,All adults
33.74242024,3.197111989,10594,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,16+,,All adults
63.85837409,11.58009685,1099,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,25-34,,All adults
59.74483593,5.916491934,3398,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,25-34,,All adults
62.84301942,11.07941571,798,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,25-34,,All adults
42.5788314,7.623954649,1285,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,35-44,,All adults
50.88754904,5.447536448,3547,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,35-44,,All adults
58.57832628,11.67106099,965,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,35-44,,All adults
39.78716198,7.20223334,1341,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,45-54,,All adults
63.16777995,7.59276068,3859,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,45-54,,All adults
58.21893982,11.73267205,973,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,45-54,,All adults
21.54693027,4.401424809,1612,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,55-64,,All adults
39.29735863,6.319665455,2407,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,55-64,,All adults
24.36454905,5.215905441,1616,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,55-64,,All adults
26.12238673,4.476457852,2121,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,65-74,,All adults
31.85736318,10.61851691,513,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,65-74,,All adults
12.49615517,2.493813662,2920,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,65-74,,All adults
14.55144855,3.54040608,1107,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,75+,,All adults
14.17082548,14.07376449,94,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,75+,,All adults
10.64562686,2.085537409,3042,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,75+,,All adults
67.8488764,14.16668057,415,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,16-24,,Female
90.96871599,13.50008674,770,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,16-24,,Female
145.259024,59.86388115,177,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,16-24,,Female
37.85572939,3.434450963,5788,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,16+,,Female
58.12398904,4.643824867,6845,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,16+,,Female
34.34077187,3.995786378,6268,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,16+,,Female
61.67620124,12.81497979,813,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,25-34,,Female
49.70697527,6.494467324,1582,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,25-34,,Female
59.95756064,12.47857881,642,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,25-34,,Female
49.07642232,9.965536808,952,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,35-44,,Female
55.76218189,8.777626473,1509,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,35-44,,Female
46.98033044,11.01885837,658,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,35-44,,Female
30.3509956,6.219535373,912,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,45-54,,Female
58.34003968,11.51687068,1755,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,45-54,,Female
53.0767204,15.72006809,586,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,45-54,,Female
17.33353999,4.690195813,987,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,55-64,,Female
35.97760982,8.587954519,1005,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,55-64,,Female
29.3502131,8.084761959,931,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,55-64,,Female
21.84009238,4.804730825,1118,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,65-74,,Female
9.542527704,7.802994125,184,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,65-74,,Female
12.15956284,3.271749676,1559,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,65-74,,Female
14.89229346,4.880800671,591,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,75+,,Female
0,0,40,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,75+,,Female
13.24776509,3.005107182,1715,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,75+,,Female
163.8911026,33.51159113,337,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,16-24,,Male
127.8857694,20.41222944,784,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,16-24,,Male
137.8021575,69.61973199,103,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,16-24,,Male
61.31814497,7.624026505,3529,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,16+,,Male
67.79866311,4.779206888,8527,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,16+,,Male
32.87270323,5.229516091,4326,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,16+,,Male
67.93382417,22.72493746,286,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,25-34,,Male
66.60162328,8.853238914,1816,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,25-34,,Male
71.09763886,23.87095113,156,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,25-34,,Male
25.9143048,9.106818583,333,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,35-44,,Male
47.79126151,6.87955371,2038,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,35-44,,Male
80.91755654,26.6241113,307,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,35-44,,Male
59.75457483,15.94420673,429,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,45-54,,Male
66.77081766,10.41499128,2104,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,45-54,,Male
65.95446545,17.59585825,387,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,45-54,,Male
28.24006136,8.625058948,625,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,55-64,,Male
41.40423688,8.687424719,1402,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,55-64,,Male
17.21360375,5.28259011,685,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,55-64,,Male
30.87505944,7.83065288,1003,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,65-74,,Male
44.73104374,16.07800164,329,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,65-74,,Male
12.88737168,3.68713468,1361,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,65-74,,Male
14.1337701,5.131933716,516,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All personal crime,,75+,,Male
25.83666782,25.49566437,54,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All personal crime,,75+,,Male
7.130220816,2.770044284,1327,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All personal crime,,75+,,Male
35.29111922,13.08666896,752,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,16-24,,All adults
21.52127233,4.284469816,1554,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,16-24,,All adults
30.60799241,20.01578296,280,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,16-24,,All adults
13.54978409,2.401016074,9317,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,16+,,All adults
17.79759881,1.697700726,15372,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,16+,,All adults
8.139597391,1.556387589,10594,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,16+,,All adults
14.25042322,5.820632284,1099,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,25-34,,All adults
18.80057747,3.455907041,3398,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,25-34,,All adults
15.04454668,5.520633761,798,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,25-34,,All adults
14.72620603,4.416975103,1285,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,35-44,,All adults
14.97014273,3.201921842,3547,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,35-44,,All adults
13.51049826,6.338137075,965,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,35-44,,All adults
12.16710977,3.939395451,1341,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,45-54,,All adults
19.7608576,4.117578025,3859,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,45-54,,All adults
20.78649216,7.336577671,973,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,45-54,,All adults
3.964779346,1.478380654,1612,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,55-64,,All adults
15.48158592,4.835237326,2407,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,55-64,,All adults
4.939812988,2.074416115,1616,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,55-64,,All adults
9.241203895,3.249078926,2121,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,65-74,,All adults
2.279230869,2.276902047,513,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,65-74,,All adults
3.035141583,1.418174463,2920,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,65-74,,All adults
1.971137982,1.14788725,1107,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,75+,,All adults
0,0,94,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,75+,,All adults
1.462395031,0.691564515,3042,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,75+,,All adults
2.700636512,2.699629941,415,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,16-24,,Female
12.46657928,4.455930526,770,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,16-24,,Female
43.50700718,34.28293217,177,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,16-24,,Female
8.032915533,1.623565672,5788,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,16+,,Female
11.95119319,2.046254637,6845,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,16+,,Female
8.599310546,2.183001241,6268,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,16+,,Female
15.64137604,7.758268043,813,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,25-34,,Female
10.57273135,2.820812165,1582,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,25-34,,Female
15.1482426,5.387759774,642,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,25-34,,Female
17.84837105,5.790067116,952,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,35-44,,Female
7.097086372,2.376295668,1509,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,35-44,,Female
8.171119367,4.885413025,658,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,35-44,,Female
5.917269163,2.598731649,912,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,45-54,,Female
17.82344723,6.377808686,1755,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,45-54,,Female
20.24423877,10.76133476,586,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,45-54,,Female
4.075688186,2.063614923,987,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,55-64,,Female
12.36386013,6.220812476,1005,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,55-64,,Female
7.609358477,3.458702462,931,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,55-64,,Female
5.667314616,2.687737685,1118,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,65-74,,Female
0,0,184,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,65-74,,Female
2.730537567,2.271337225,1559,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,65-74,,Female
1.073258444,1.074016291,591,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,75+,,Female
0,0,40,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,75+,,Female
0.957830907,0.691584346,1715,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,75+,,Female
68.93033249,26.36145507,337,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,16-24,,Male
29.58712787,7.092523886,784,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,16-24,,Male
15.05364269,15.03629745,103,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,16-24,,Male
21.9773866,5.532727413,3529,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,16+,,Male
21.94893267,2.522406964,8527,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,16+,,Male
7.471394396,2.066838846,4326,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,16+,,Male
11.65266441,8.2847299,286,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,25-34,,Male
24.42095746,5.502476165,1816,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,25-34,,Male
14.747897,14.74959415,156,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,25-34,,Male
6.718714851,5.230754386,333,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,35-44,,Male
19.97098012,5.011163382,2038,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,35-44,,Male
23.7948281,15.95239246,307,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,35-44,,Male
25.39209359,10.95672626,429,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,45-54,,Male
21.20678513,5.438580079,2104,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,45-54,,Male
21.60221289,8.721807709,387,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,45-54,,Male
3.788596426,1.977168475,625,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,55-64,,Male
17.46025028,6.804838477,1402,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,55-64,,Male
1.11087996,1.11119713,685,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,55-64,,Male
13.20765848,6.178157482,1003,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,65-74,,Male
3.594144894,3.599548444,329,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,65-74,,Male
3.389178533,1.640016527,1361,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,65-74,,Male
3.071418263,2.185881652,516,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,Violence without injury,,75+,,Male
0,0,54,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,Violence without injury,,75+,,Male
2.144045124,1.329342927,1327,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,Violence without injury,,75+,,Male
63.49354673,14.64495353,752,Quarter,2017 Q1,K04000001,,,3-7 hours,,Incidence rate,,All violence,,16-24,,All adults
56.34852038,9.007032762,1554,Quarter,2017 Q1,K04000001,,,7 plus hrs,,Incidence rate,,All violence,,16-24,,All adults
102.1713058,43.8689175,280,Quarter,2017 Q1,K04000001,,,Less than 3 hrs,,Incidence rate,,All violence,,16-24,,All adults
