V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Tenure_codelist,Tenure,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
1.788967658,1.788357528,608,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Other personal theft,,65-74,,Female
2.435759863,2.43413055,457,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Other personal theft,,65-74,,Female
7.853553382,2.351340104,1825,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Other personal theft,,75+,,Female
0,0,107,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Other personal theft,,75+,,Female
1.181108888,1.182007099,516,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Other personal theft,,75+,,Female
1.536638568,1.537834571,409,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Other personal theft,,75+,,Female
20.3489546,9.897312552,395,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Other personal theft,,16-24,,Male
38.72311467,9.440379179,584,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Other personal theft,,16-24,,Male
32.03382845,7.738060848,811,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Other personal theft,,16-24,,Male
12.44423001,12.40555297,227,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Other personal theft,,16-24,,Male
11.60428759,1.384083767,10666,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Other personal theft,,16+,,Male
24.16040008,3.716578928,3210,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Other personal theft,,16+,,Male
20.52402535,2.636157452,5664,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Other personal theft,,16+,,Male
14.30308293,3.268780269,2454,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Other personal theft,,16+,,Male
22.71728356,4.862514607,988,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Other personal theft,,25-34,,Male
18.514414,5.480269447,952,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Other personal theft,,25-34,,Male
17.26392505,4.48025009,1265,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Other personal theft,,25-34,,Male
13.17669057,6.792642867,313,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Other personal theft,,25-34,,Male
9.447469078,2.74071405,1610,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Other personal theft,,35-44,,Male
13.37525004,4.773773648,684,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Other personal theft,,35-44,,Male
12.89538762,3.665025193,1058,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Other personal theft,,35-44,,Male
11.9675191,5.397491063,374,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Other personal theft,,35-44,,Male
12.3724589,3.581357499,2031,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Other personal theft,,45-54,,Male
16.94415979,7.44499276,460,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Other personal theft,,45-54,,Male
16.41748378,5.017252748,888,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Other personal theft,,45-54,,Male
15.86766539,6.689854699,428,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Other personal theft,,45-54,,Male
11.21921977,2.801903368,2012,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Other personal theft,,55-64,,Male
36.20650954,22.50080241,265,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Other personal theft,,55-64,,Male
22.72432671,9.796435628,687,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Other personal theft,,55-64,,Male
12.95568088,4.646365066,422,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Other personal theft,,55-64,,Male
6.108919668,1.907495672,2116,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Other personal theft,,65-74,,Male
10.78406122,6.507512086,172,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Other personal theft,,65-74,,Male
21.77085764,9.692234842,574,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Other personal theft,,65-74,,Male
26.52911022,13.58470485,402,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Other personal theft,,65-74,,Male
4.361978173,1.854432849,1514,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Other personal theft,,75+,,Male
27.26211015,27.07339424,93,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Other personal theft,,75+,,Male
12.21023982,8.104841411,381,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Other personal theft,,75+,,Male
7.105693653,5.74700066,288,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Other personal theft,,75+,,Male
5.109173795,2.633865491,775,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,16-24,,All adults
3.987640624,1.661369518,1220,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,16-24,,All adults
6.953627335,1.924941339,1769,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,16-24,,All adults
14.87691017,5.483986192,549,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,16-24,,All adults
1.255559207,0.302112869,22626,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,16+,,All adults
4.276567857,1.532893257,6626,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,16+,,All adults
5.414783619,1.10465271,12566,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,16+,,All adults
7.050145841,1.423832335,5940,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,16+,,All adults
0.282680612,0.28260032,2206,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,25-34,,All adults
2.345318295,1.159686807,2119,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,25-34,,All adults
3.101371897,1.036678431,3080,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,25-34,,All adults
5.14265646,2.21746403,961,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,25-34,,All adults
0.352850091,0.352812896,3492,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,35-44,,All adults
5.654500974,3.095357362,1364,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,35-44,,All adults
6.239896719,2.293679971,2292,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,35-44,,All adults
7.156256315,3.347067625,928,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,35-44,,All adults
2.674369722,1.081273349,4260,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,45-54,,All adults
13.13860074,13.11507448,850,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,45-54,,All adults
10.99831125,6.188722129,1904,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,45-54,,All adults
9.324405202,4.054862009,1054,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,45-54,,All adults
0.532585102,0.308125152,4184,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,55-64,,All adults
1.205938651,1.203887394,550,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,55-64,,All adults
3.367948362,2.204480696,1442,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,55-64,,All adults
4.844015274,3.617676144,892,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,55-64,,All adults
0.70175925,0.319128295,4370,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,65-74,,All adults
0,0,323,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,65-74,,All adults
2.161106846,2.157713601,1182,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,65-74,,All adults
3.013972019,3.007173863,859,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,65-74,,All adults
0.602901061,0.353240755,3339,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,75+,,All adults
0,0,200,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,75+,,All adults
0.417520386,0.417104632,897,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,75+,,All adults
0.549427623,0.549945303,697,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,75+,,All adults
0,0,380,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,16-24,,Female
6.283880699,3.089513044,636,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,16-24,,Female
7.148539004,2.823147676,958,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,16-24,,Female
9.257983594,6.108869344,322,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,16-24,,Female
0.646277826,0.226462934,11960,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,16+,,Female
3.683275696,1.401553276,3416,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,16+,,Female
3.672992983,0.979884501,6902,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,16+,,Female
3.660465777,1.345243683,3486,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,16+,,Female
0,0,1218,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,25-34,,Female
1.133272529,0.709214358,1167,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,25-34,,Female
2.343789208,0.960763791,1815,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,25-34,,Female
5.076654759,2.682384203,648,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,25-34,,Female
0.689296891,0.689090737,1882,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,35-44,,Female
7.781100915,6.13859304,680,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,35-44,,Female
4.906220644,3.479177418,1234,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,35-44,,Female
1.243912929,1.245183927,554,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,35-44,,Female
0.982924575,0.756731835,2229,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,45-54,,Female
0,0,390,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,45-54,,Female
4.028537207,2.858661896,1016,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,45-54,,Female
6.39469623,4.530602217,626,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,45-54,,Female
0.733109757,0.518216868,2172,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,55-64,,Female
2.375873336,2.375993128,285,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,55-64,,Female
0.932905336,0.932892085,755,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,55-64,,Female
0,0,470,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,55-64,,Female
0.767940866,0.454219721,2254,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,65-74,,Female
0,0,151,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,65-74,,Female
0,0,608,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,65-74,,Female
0,0,457,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,65-74,,Female
0.700405213,0.505360923,1825,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,75+,,Female
0,0,107,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,75+,,Female
0,0,516,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,75+,,Female
0,0,409,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,75+,,Female
9.793872577,5.040093194,395,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,16-24,,Male
1.86533881,1.426621169,584,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,16-24,,Male
6.764290914,2.612382849,811,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,16-24,,Male
21.11088953,9.359092828,227,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,16-24,,Male
1.89752507,0.572464215,10666,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,16+,,Male
4.80634469,2.621345199,3210,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,16+,,Male
7.202041675,1.934986543,5664,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,16+,,Male
11.30048974,2.725262135,2454,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,16+,,Male
0.576960769,0.576856287,988,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,25-34,,Male
3.421487427,2.099439652,952,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,25-34,,Male
3.844588924,1.828185071,1265,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,25-34,,Male
5.227500014,3.714738214,313,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,25-34,,Male
0,0,1610,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,35-44,,Male
3.884402128,2.456342534,684,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,35-44,,Male
7.545962375,2.997862814,1058,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,35-44,,Male
14.62600526,7.393135103,374,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,35-44,,Male
4.405302559,2.041948979,2031,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,45-54,,Male
23.07785946,23.00676077,460,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,45-54,,Male
18.27622749,12.27810409,888,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,45-54,,Male
13.26360973,7.289485727,428,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,45-54,,Male
0.328455286,0.328464574,2012,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,55-64,,Male
0,0,265,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,55-64,,Male
6.053613563,4.521145509,687,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,55-64,,Male
10.43981775,7.795550652,422,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,55-64,,Male
0.631169031,0.446540689,2116,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,65-74,,Male
0,0,172,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,65-74,,Male
4.546068594,4.530624357,574,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,65-74,,Male
6.514917549,6.483409729,402,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,65-74,,Male
0.480309545,0.480382033,1514,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Robbery,,75+,,Male
0,0,93,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Robbery,,75+,,Male
1.048421065,1.049984973,381,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Robbery,,75+,,Male
1.403972476,1.406501436,288,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Robbery,,75+,,Male
0,0,775,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Snatch theft,,16-24,,All adults
1.496408778,1.056057624,1220,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Snatch theft,,16-24,,All adults
1.741328009,0.914803172,1769,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Snatch theft,,16-24,,All adults
2.395600778,1.830423246,549,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Snatch theft,,16-24,,All adults
0.460493087,0.152984376,22626,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Snatch theft,,16+,,All adults
1.901895414,0.782066091,6626,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Snatch theft,,16+,,All adults
1.571599911,0.506722874,12566,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Snatch theft,,16+,,All adults
1.097038931,0.511552788,5940,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Snatch theft,,16+,,All adults
1.171038287,0.702183069,2206,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Snatch theft,,25-34,,All adults
1.524293558,0.843409943,2119,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Snatch theft,,25-34,,All adults
1.654744899,0.820278783,3080,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Snatch theft,,25-34,,All adults
2.006953137,2.004553385,961,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Snatch theft,,25-34,,All adults
0.770770381,0.480400986,3492,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Snatch theft,,35-44,,All adults
4.883169882,3.781735148,1364,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Snatch theft,,35-44,,All adults
3.111443719,2.312338614,2292,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Snatch theft,,35-44,,All adults
0.338040795,0.338268481,928,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Snatch theft,,35-44,,All adults
0.748428677,0.48942156,4260,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Snatch theft,,45-54,,All adults
0,0,850,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Snatch theft,,45-54,,All adults
0,0,1904,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Snatch theft,,45-54,,All adults
0,0,1054,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Snatch theft,,45-54,,All adults
0.14261636,0.142626106,4184,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Snatch theft,,55-64,,All adults
2.092472544,2.09159717,550,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Snatch theft,,55-64,,All adults
2.339353439,1.390826277,1442,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Snatch theft,,55-64,,All adults
2.507906206,1.852714427,892,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Snatch theft,,55-64,,All adults
0,0,4370,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Snatch theft,,65-74,,All adults
0,0,323,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Snatch theft,,65-74,,All adults
0,0,1182,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Snatch theft,,65-74,,All adults
0,0,859,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Snatch theft,,65-74,,All adults
0.23568872,0.235695461,3339,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Snatch theft,,75+,,All adults
0,0,200,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Snatch theft,,75+,,All adults
0,0,897,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Snatch theft,,75+,,All adults
0,0,697,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Snatch theft,,75+,,All adults
0,0,380,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Snatch theft,,16-24,,Female
1.669877493,1.668879906,636,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Snatch theft,,16-24,,Female
1.572756036,1.245149682,958,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Snatch theft,,16-24,,Female
1.335815812,1.328926478,322,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Snatch theft,,16-24,,Female
0.630008536,0.224483279,11960,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Snatch theft,,16+,,Female
