V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Number of visits to a nightclub last month_codelist,Number of visits to a nightclub last month,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
23.4492465,22.99016625,152,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
3.024648349,1.319964042,2969,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Female
0,0,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
2.098008166,0.908932968,3180,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Female
0,0,25,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
2.209906641,1.086667034,2914,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
0.705749662,0.436233076,2864,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
0.737598728,0.52448548,2351,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Female
11.19762504,6.502656161,280,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
18.77584998,13.25853815,97,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
5.453982287,3.310790152,848,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,16-24,,Male
6.440768775,3.051730696,918,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
13.25098124,9.358832606,180,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
2.54640955,0.600238478,15329,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,16+,,Male
3.042717806,3.041025881,337,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
0,0,46,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
3.396804649,1.653302507,1878,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,25-34,,Male
0,0,165,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
2.625939044,1.745568506,2516,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,35-44,,Male
9.201360345,9.190981268,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
2.982542575,1.170597723,2843,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,45-54,,Male
0,0,37,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
1.956676216,1.114764899,2671,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,55-64,,Male
0,0,17,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
1.018855661,0.722722277,2682,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
0,0,1891,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Attempted snatch and stealth theft,,75+,,Male
11.57026089,5.056268085,607,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,16-24,,All adults
30.43354036,15.3996037,167,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,16-24,,All adults
7.353623997,2.092885383,1813,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,16-24,,All adults
10.46277351,2.903181137,1864,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,16+,,All adults
28.45951132,12.84747164,289,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,16+,,All adults
3.311674483,0.383529929,33249,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,16+,,All adults
9.322110969,3.795295202,682,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,25-34,,All adults
35.41324532,35.35144434,68,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,25-34,,All adults
3.863824774,0.973022144,4555,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,25-34,,All adults
1.82733566,1.82831241,317,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,35-44,,All adults
0,0,12,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,35-44,,All adults
3.791789096,1.236189328,5485,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,35-44,,All adults
31.84175039,20.46561483,160,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,45-54,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,45-54,,All adults
1.889886949,0.551604368,6023,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,45-54,,All adults
0,0,62,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,55-64,,All adults
0,0,16,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,55-64,,All adults
1.659940028,0.625409476,5585,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,55-64,,All adults
0,0,32,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,65-74,,All adults
3.626431962,0.870149988,5546,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,75+,,All adults
2.45687446,0.78965442,4242,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,75+,,All adults
18.60386491,9.591615822,327,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,16-24,,Female
17.75055886,17.60799102,70,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,16-24,,Female
12.66755883,3.939709391,965,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,16-24,,Female
12.3516891,4.80528884,946,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,16+,,Female
14.82601314,14.72026639,109,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,16+,,Female
4.869149562,0.660330214,17920,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,16+,,Female
7.93401039,4.042863832,345,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,25-34,,Female
0,0,22,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,25-34,,Female
5.85920088,1.670522481,2677,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,25-34,,Female
4.066343462,4.068594997,152,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,35-44,,Female
6.299774797,2.32749654,2969,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,35-44,,Female
8.472820133,8.482399074,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,45-54,,Female
2.217040313,0.740372957,3180,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,45-54,,Female
0,0,25,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,55-64,,Female
1.580476082,0.750685096,2914,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,65-74,,Female
4.525942912,1.250408967,2864,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,75+,,Female
4.028815256,1.358765397,2351,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,75+,,Female
4.773375884,3.489956384,280,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,16-24,,Male
39.73454721,23.27539538,97,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,16-24,,Male
2.121228067,1.499690292,848,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,16-24,,Male
8.805174255,3.446564746,918,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,16+,,Male
36.90747412,18.65102984,180,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,16+,,Male
1.651927049,0.36728834,15329,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,16+,,Male
10.42953968,6.004783942,337,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,25-34,,Male
46.27580951,46.23749013,46,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,25-34,,Male
1.748859035,0.936606854,1878,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,25-34,,Male
0,0,165,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,35-44,,Male
1.208764471,0.726163233,2516,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,35-44,,Male
52.986916,37.60493755,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,45-54,,Male
1.551213182,0.821261238,2843,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,45-54,,Male
0,0,37,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,55-64,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,55-64,,Male
1.742765427,1.009286193,2671,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,55-64,,Male
0,0,17,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,65-74,,Male
2.656328041,1.201401865,2682,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stealth theft,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stealth theft,,75+,,Male
0.39347231,0.393459014,1891,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stealth theft,,75+,,Male
36.51101048,13.92004917,607,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,16-24,,All adults
134.2460543,50.37558706,167,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,16-24,,All adults
15.65817763,3.279307149,1813,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,16-24,,All adults
22.44171667,6.556549828,1864,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,16+,,All adults
111.1962314,38.37433917,289,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,16+,,All adults
9.109134185,0.795600042,33249,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,16+,,All adults
9.966162184,4.042517301,682,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,25-34,,All adults
51.96160706,34.49094812,68,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,25-34,,All adults
14.90152246,2.830923831,4555,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,25-34,,All adults
10.99201702,6.716221382,317,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,35-44,,All adults
36.10388812,37.0866449,12,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,35-44,,All adults
11.09581993,1.952234177,5485,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,35-44,,All adults
21.06996355,13.63592227,160,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,45-54,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,45-54,,All adults
11.75752736,2.114219876,6023,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,45-54,,All adults
0,0,62,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,55-64,,All adults
0,0,16,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,55-64,,All adults
4.678595236,1.540659695,5585,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,55-64,,All adults
0,0,32,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,65-74,,All adults
2.915914938,1.145947784,5546,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,75+,,All adults
0.662722161,0.333618306,4242,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,75+,,All adults
7.188779126,4.404865613,327,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,16-24,,Female
32.17106783,20.40584967,70,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,16-24,,Female
4.519300511,2.08248716,965,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,16-24,,Female
4.546457156,2.246533133,946,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,16+,,Female
35.24639519,18.0563013,109,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,16+,,Female
3.769712614,0.557800008,17920,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,16+,,Female
0,0,345,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,25-34,,Female
88.32407396,60.48283279,22,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,25-34,,Female
6.418715144,2.000389429,2677,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,25-34,,Female
0,0,152,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,35-44,,Female
6.420935951,1.853803156,2969,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,35-44,,Female
18.47078258,13.13941503,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,45-54,,Female
4.13821863,1.3388144,3180,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,45-54,,Female
0,0,25,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,55-64,,Female
2.209199934,0.899597059,2914,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,65-74,,Female
1.162545708,0.599769515,2864,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,75+,,Female
0.279262851,0.279260915,2351,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,75+,,Female
64.84638935,27.01967925,280,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,16-24,,Male
209.1022817,85.05621067,97,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,16-24,,Male
26.62613587,6.175135946,848,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,16-24,,Male
38.14552528,12.14574136,918,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,16+,,Male
158.2583561,60.60797926,180,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,16+,,Male
14.79917146,1.529209063,15329,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,16+,,Male
17.91718122,7.261323865,337,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,25-34,,Male
40.80788117,40.84443569,46,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,25-34,,Male
23.89273309,5.46052579,1878,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,25-34,,Male
19.96300169,12.13765268,165,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,35-44,,Male
15.91057641,3.475180488,2516,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,35-44,,Male
23.42180899,23.05845255,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,45-54,,Male
19.64514302,4.067844291,2843,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,45-54,,Male
0,0,37,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,55-64,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,55-64,,Male
7.25244994,3.006896945,2671,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,55-64,,Male
0,0,17,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,65-74,,Male
4.806887324,2.294402615,2682,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Stranger violence,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Stranger violence,,75+,,Male
1.166068575,0.67868167,1891,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Stranger violence,,75+,,Male
19.58273749,6.268991558,607,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Theft from the person,,16-24,,All adults
64.33819356,21.31319657,167,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Theft from the person,,16-24,,All adults
12.99975001,2.96530861,1813,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Theft from the person,,16-24,,All adults
17.87330721,3.734712212,1864,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Theft from the person,,16+,,All adults
54.067317,17.07643059,289,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Theft from the person,,16+,,All adults
6.488439983,0.57142682,33249,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Theft from the person,,16+,,All adults
15.98793111,4.885750924,682,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Theft from the person,,25-34,,All adults
35.41324532,35.35144434,68,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Theft from the person,,25-34,,All adults
